Conta: 
Titular: 
Data Inicial: 01/01/2020
Data Final: 12/04/2021

Subconta;Ativo;Abertura;Fechamento;Tempo Operação;Qtd Compra;Qtd Venda;Lado;Preço Compra;Preço Venda;Preço de Mercado;Médio;Resultado;Resultado(%);Res. Operação;Res. Operação (%);Total;TET
 - ;WDOFUT;21/12/2020 13:17:59;21/12/2020 13:28:46;10min47s;1;1;V;5.158,43;5.158,43;5.743,00;Não;0;0;0;0;947,48;49min35s
 - ;WDOFUT;21/12/2020 15:27:23;21/12/2020 16:08:45;41min21s;1;1;V;5.137,36;5.144,38;5.743,00;Não;70,23;7,02;70,23;7,02;1.017,71;2h9min24s
 - ;WDOFUT;22/12/2020 10:40:55;22/12/2020 10:49:06;8min10s;1;1;V;5.133,85;5.137,36;5.743,00;Não;35,12;3,51;35,12;3,51;1.052,82;19h13min32s
 - ;WDOFUT;22/12/2020 11:07:00;22/12/2020 11:45:57;38min56s;1;1;C;5.154,92;5.179,50;5.743,00;Não;245,81;24,58;245,81;24,58;1.298,63;26min5s
 - ;WDOFUT;22/12/2020 12:36:04;22/12/2020 12:47:39;11min34s;1;1;V;5.154,92;5.154,92;5.743,00;Sim;0;0;0;0;1.298,63;1h29min3s
 - ;WDOFUT;22/12/2020 13:07:51;22/12/2020 13:20:34;12min43s;1;1;V;5.158,43;5.154,92;5.743,00;Não;-35,12;-3,51;-35,12;-3,51;1.263,51;31min46s
 - ;WDOFUT;22/12/2020 13:37:52;22/12/2020 13:51:58;14min5s;1;1;C;5.172,48;5.175,99;5.743,00;Não;35,12;3,51;35,12;3,51;1.298,63;30min1s
 - ;WDOFUT;22/12/2020 15:43:00;22/12/2020 16:07:19;24min18s;1;1;C;5.179,50;5.172,48;5.743,00;Não;-70,23;-7,02;-70,23;-7,02;1.228,40;2h5min7s
 - ;WDOFUT;22/12/2020 16:25:11;22/12/2020 17:46:49;1h21min37s;1;1;C;5.183,01;5.179,50;5.743,00;Não;-35,12;-3,51;-35,12;-3,51;1.193,28;42min11s
 - ;WDOFUT;23/12/2020 12:10:01;23/12/2020 12:25:44;15min43s;1;1;C;5.186,52;5.193,54;5.743,00;Não;70,23;7,02;70,23;7,02;1.263,51;19h44min49s
 - ;WDOFUT;28/12/2020 14:00:30;28/12/2020 14:10:32;10min2s;1;1;C;5.326,98;5.319,96;5.743,00;Não;-70,23;-7,02;-70,23;-7,02;1.193,28;5d1h
 - ;WDOFUT;28/12/2020 15:53:45;28/12/2020 16:36:26;42min41s;1;1;V;5.260,26;5.274,31;5.743,00;Sim;140,46;14,05;140,46;14,05;1.333,75;1h53min14s
 - ;WDOFUT;29/12/2020 12:13:42;29/12/2020 12:20:46;7min4s;1;1;C;5.228,66;5.221,64;5.743,00;Sim;-70,23;-7,02;-70,23;-7,02;1.263,51;20h19min57s
 - ;WDOFUT;29/12/2020 12:27:35;29/12/2020 12:31:44;4min9s;1;1;C;5.228,66;5.221,64;5.743,00;Não;-70,23;-7,02;-70,23;-7,02;1.193,28;13min52s
 - ;WDOFUT;29/12/2020 12:57:38;29/12/2020 13:21:10;23min32s;1;1;V;5.190,03;5.207,59;5.743,00;Não;175,58;17,56;175,58;17,56;1.368,86;30min3s
 - ;WDOFUT;30/12/2020 10:32:01;30/12/2020 10:40:53;8min52s;1;1;C;5.221,14;5.228,16;5.743,00;Sim;70,22;7,02;70,22;7,02;1.439,08;21h34min23s
 - ;WDOFUT;30/12/2020 14:48:42;30/12/2020 14:51:20;2min37s;1;1;V;5.186,02;5.182,51;5.743,00;Não;-35,11;-3,51;-35,11;-3,51;1.403,97;4h16min41s
 - ;WDOFUT;30/12/2020 15:01:44;30/12/2020 15:16:13;14min29s;1;1;V;5.189,53;5.182,51;5.743,00;Não;-70,22;-7,02;-70,22;-7,02;1.333,75;13min1s
 - ;WDOFUT;30/12/2020 15:34:30;30/12/2020 15:51:46;17min15s;1;1;C;5.200,07;5.196,56;5.743,00;Sim;-35,11;-3,51;-35,11;-3,51;1.298,64;32min46s
 - ;WDOFUT;30/12/2020 16:08:55;30/12/2020 16:10:22;1min27s;1;1;C;5.203,58;5.203,58;5.743,00;Não;0;0;0;0;1.298,64;34min24s
 - ;WDOFUT;04/01/2021 10:55:54;04/01/2021 11:00:18;4min23s;1;1;C;5.179,00;5.171,98;5.743,00;Sim;-70,22;-7,02;-70,22;-7,02;1.228,41;4d18h
 - ;WDOFUT;04/01/2021 11:10:23;04/01/2021 11:14:37;4min13s;1;1;C;5.182,51;5.179,00;5.743,00;Não;-35,11;-3,51;-35,11;-3,51;1.193,30;14min29s
 - ;WDOFUT;04/01/2021 11:43:22;04/01/2021 11:51:02;7min40s;1;1;V;5.157,93;5.161,45;5.743,00;Não;35,11;3,51;35,11;3,51;1.228,41;32min58s
 - ;WDOFUT;04/01/2021 11:58:32;04/01/2021 12:03:32;4min59s;1;1;V;5.157,93;5.150,91;5.743,00;Não;-70,22;-7,02;-70,22;-7,02;1.158,19;15min9s
 - ;WDOFUT;04/01/2021 12:08:33;04/01/2021 13:01:26;52min52s;1;1;C;5.171,98;5.228,16;5.743,00;Sim;561,79;56,18;561,79;56,18;1.719,98;10min1s
 - ;WDOFUT;04/01/2021 14:40:47;04/01/2021 14:47:21;6min34s;1;1;C;5.291,36;5.284,34;5.743,00;Não;-70,22;-7,02;-70,22;-7,02;1.649,76;2h32min13s
 - ;WDOFUT;04/01/2021 15:25:50;04/01/2021 15:26:58;1min8s;1;1;V;5.259,76;5.252,74;5.743,00;Sim;-70,22;-7,02;-70,22;-7,02;1.579,53;45min3s
 - ;WDOFUT;04/01/2021 15:39:03;04/01/2021 15:39:41;37s;1;1;V;5.259,76;5.256,25;5.743,00;Sim;-35,11;-3,51;-35,11;-3,51;1.544,42;13min13s
 - ;WDOFUT;05/01/2021 11:26:08;05/01/2021 11:41:58;15min50s;1;1;V;5.312,43;5.344,03;5.743,00;Sim;316,01;31,60;316,01;31,60;1.860,43;19h47min4s
 - ;WDOFUT;05/01/2021 12:06:13;05/01/2021 12:23:40;17min27s;1;1;C;5.333,49;5.344,03;5.743,00;Não;105,34;10,53;105,34;10,53;1.965,76;40min4s
 - ;WDOFUT;05/01/2021 12:53:14;05/01/2021 12:57:23;4min8s;1;1;V;5.329,98;5.326,47;5.743,00;Não;-35,11;-3,51;-35,11;-3,51;1.930,65;47min1s
 - ;WDOFUT;05/01/2021 13:01:47;05/01/2021 13:03:36;1min48s;1;1;C;5.344,03;5.340,52;5.743,00;Não;-35,11;-3,51;-35,11;-3,51;1.895,54;8min33s
 - ;WDOFUT;05/01/2021 13:45:28;05/01/2021 14:07:25;21min57s;1;1;V;5.319,45;5.329,98;5.743,00;Sim;105,34;10,53;105,34;10,53;2.000,87;43min40s
 - ;WDOFUT;05/01/2021 15:18:01;05/01/2021 15:29:57;11min56s;1;1;V;5.284,34;5.294,87;5.743,00;Não;105,34;10,53;105,34;10,53;2.106,21;1h32min33s
 - ;WDOFUT;06/01/2021 10:39:58;06/01/2021 10:48:34;8min36s;1;1;C;5.301,89;5.308,92;5.743,00;Sim;70,22;7,02;70,22;7,02;2.176,43;19h21min56s
 - ;WDOFUT;06/01/2021 12:22:39;06/01/2021 12:25:13;2min33s;1;1;V;5.344,03;5.340,52;5.743,00;Sim;-35,11;-3,51;-35,11;-3,51;2.141,32;1h42min41s
 - ;WDOFUT;06/01/2021 12:34:19;06/01/2021 12:37:11;2min52s;1;1;V;5.344,03;5.337,00;5.743,00;Não;-70,22;-7,02;-70,22;-7,02;2.071,10;11min39s
 - ;WDOFUT;06/01/2021 12:54:22;06/01/2021 12:57:53;3min31s;1;1;C;5.358,07;5.354,56;5.743,00;Não;-35,11;-3,51;-35,11;-3,51;2.035,99;20min3s
 - ;WDOFUT;06/01/2021 13:09:11;06/01/2021 13:20:45;11min34s;1;1;C;5.365,09;5.361,58;5.743,00;Não;-35,11;-3,51;-35,11;-3,51;2.000,87;14min49s
 - ;WDOFUT;06/01/2021 13:58:55;06/01/2021 14:01:26;2min30s;1;1;C;5.361,58;5.354,56;5.743,00;Sim;-70,22;-7,02;-70,22;-7,02;1.930,65;49min44s
 - ;WDOFUT;06/01/2021 14:26:05;06/01/2021 14:26:29;23s;1;1;V;5.340,52;5.347,54;5.743,00;Sim;70,22;7,02;70,22;7,02;2.000,87;27min9s
 - ;WDOFUT;06/01/2021 15:39:38;06/01/2021 15:47:14;7min35s;1;1;V;5.287,85;5.291,36;5.743,00;Não;35,11;3,51;35,11;3,51;2.035,99;1h13min33s
 - ;WDOFUT;06/01/2021 16:24:54;06/01/2021 16:25:56;1min1s;1;1;C;5.312,43;5.308,92;5.743,00;Sim;-35,11;-3,51;-35,11;-3,51;2.000,87;45min15s
 - ;WDOFUT;06/01/2021 16:36:53;06/01/2021 16:42:38;5min45s;1;1;C;5.312,43;5.308,92;5.743,00;Não;-35,11;-3,51;-35,11;-3,51;1.965,76;11min58s
 - ;WDOFUT;06/01/2021 16:47:26;06/01/2021 17:06:03;18min36s;1;1;C;5.315,94;5.329,98;5.743,00;Não;140,45;14,04;140,45;14,04;2.106,21;10min33s
 - ;WDOFUT;07/01/2021 10:55:03;07/01/2021 10:57:44;2min40s;1;1;V;5.340,52;5.333,49;5.743,00;Sim;-70,22;-7,02;-70,22;-7,02;2.035,99;18h7min37s
 - ;WDOFUT;07/01/2021 11:00:05;07/01/2021 11:01:43;1min37s;1;1;C;5.351,05;5.344,03;5.743,00;Não;-70,22;-7,02;-70,22;-7,02;1.965,76;5min1s
 - ;WDOFUT;07/01/2021 11:03:50;07/01/2021 11:17:14;13min23s;1;1;V;5.329,98;5.337,00;5.743,00;Sim;70,22;7,02;70,22;7,02;2.035,99;3min45s
 - ;WDOFUT;07/01/2021 11:32:35;07/01/2021 11:34:31;1min56s;1;1;V;5.337,00;5.329,98;5.743,00;Não;-70,22;-7,02;-70,22;-7,02;1.965,76;28min44s
 - ;WDOFUT;07/01/2021 11:34:54;07/01/2021 11:38:40;3min45s;1;1;C;5.344,03;5.344,03;5.743,00;Sim;0;0;0;0;1.965,76;2min19s
 - ;WDOFUT;07/01/2021 11:39:10;07/01/2021 11:46:08;6min57s;1;1;C;5.351,05;5.361,58;5.743,00;Não;105,34;10,53;105,34;10,53;2.071,10;4min15s
 - ;WDOFUT;07/01/2021 12:13:25;07/01/2021 12:14:19;53s;1;1;C;5.386,16;5.386,16;5.743,00;Não;0;0;0;0;2.071,10;34min15s
 - ;WDOFUT;07/01/2021 13:04:17;07/01/2021 13:06:51;2min34s;1;1;C;5.403,72;5.400,21;5.743,00;Não;-35,11;-3,51;-35,11;-3,51;2.035,98;50min51s
 - ;WDOFUT;07/01/2021 13:24:25;07/01/2021 13:25:42;1min17s;1;1;C;5.410,74;5.403,72;5.743,00;Não;-70,22;-7,02;-70,22;-7,02;1.965,76;20min8s
 - ;WDOFUT;07/01/2021 13:40:22;07/01/2021 14:03:46;23min23s;1;1;C;5.414,25;5.424,78;5.743,00;Não;105,34;10,53;105,34;10,53;2.071,10;15min57s
 - ;WDOFUT;07/01/2021 16:46:43;07/01/2021 16:50:37;3min53s;1;1;V;5.410,74;5.403,72;5.743,00;Sim;-70,22;-7,02;-70,22;-7,02;2.000,87;3h6min21s
 - ;WDOFUT;08/01/2021 10:37:18;08/01/2021 10:38:02;43s;1;1;C;5.389,67;5.382,65;5.743,00;Sim;-70,22;-7,02;-70,22;-7,02;1.930,65;17h50min34s
 - ;WDOFUT;08/01/2021 10:40:46;08/01/2021 10:50:45;9min59s;1;1;V;5.351,05;5.368,61;5.743,00;Não;175,56;17,56;175,56;17,56;2.106,21;3min27s
 - ;WDOFUT;08/01/2021 11:01:22;08/01/2021 11:01:51;29s;1;1;V;5.358,07;5.351,05;5.743,00;Não;-70,22;-7,02;-70,22;-7,02;2.035,99;20min35s
 - ;WDOFUT;08/01/2021 11:20:45;08/01/2021 11:23:37;2min51s;1;1;V;5.354,56;5.351,05;5.743,00;Sim;-35,11;-3,51;-35,11;-3,51;2.000,88;19min23s
 - ;WDOFUT;08/01/2021 11:25:30;08/01/2021 11:27:13;1min43s;1;1;V;5.358,07;5.351,05;5.743,00;Sim;-70,22;-7,02;-70,22;-7,02;1.930,65;4min44s
 - ;WDOFUT;08/01/2021 11:39:03;08/01/2021 11:41:46;2min43s;1;1;C;5.368,61;5.372,12;5.743,00;Sim;35,11;3,51;35,11;3,51;1.965,76;13min33s
 - ;WDOFUT;08/01/2021 12:27:44;08/01/2021 12:30:08;2min23s;1;1;C;5.428,30;5.421,27;5.743,00;Não;-70,22;-7,02;-70,22;-7,02;1.895,54;48min41s
 - ;WDOFUT;08/01/2021 12:34:12;08/01/2021 12:51:21;17min8s;1;1;C;5.424,78;5.421,27;5.743,00;Sim;-35,11;-3,51;-35,11;-3,51;1.860,43;6min28s
 - ;WDOFUT;08/01/2021 13:02:56;08/01/2021 13:05:27;2min30s;1;1;V;5.403,72;5.403,72;5.743,00;Sim;0;0;0;0;1.860,43;28min44s
 - ;WDOFUT;08/01/2021 13:20:58;08/01/2021 13:24:00;3min1s;1;1;V;5.410,74;5.403,72;5.743,00;Sim;-70,22;-7,02;-70,22;-7,02;1.790,21;18min1s
 - ;WDOFUT;08/01/2021 13:26:27;08/01/2021 13:35:59;9min32s;1;1;V;5.407,23;5.400,21;5.743,00;Não;-70,22;-7,02;-70,22;-7,02;1.719,98;5min28s
 - ;WDOFUT;08/01/2021 14:04:40;08/01/2021 14:12:53;8min12s;1;1;C;5.421,27;5.414,25;5.743,00;Sim;-70,22;-7,02;-70,22;-7,02;1.649,76;38min13s
 - ;WDOFUT;08/01/2021 14:14:46;08/01/2021 14:19:44;4min57s;1;1;V;5.407,23;5.407,23;5.743,00;Sim;0;0;0;0;1.649,76;10min6s
 - ;WDOFUT;08/01/2021 14:55:14;08/01/2021 15:01:16;6min1s;1;1;V;5.400,21;5.400,21;5.743,00;Não;0;0;0;0;1.649,76;40min27s
 - ;WDOFUT;08/01/2021 15:18:49;08/01/2021 15:27:56;9min7s;1;1;C;5.417,76;5.431,81;5.743,00;Sim;140,45;14,04;140,45;14,04;1.790,21;23min34s
 - ;WDOFUT;11/01/2021 10:42:33;11/01/2021 10:42:52;19s;1;1;C;5.523,10;5.516,08;5.743,00;Não;-70,22;-7,02;-70,22;-7,02;1.719,98;2d19h
 - ;WDOFUT;11/01/2021 13:17:36;11/01/2021 13:28:18;10min42s;1;1;C;5.537,14;5.530,12;5.743,00;Não;-70,22;-7,02;-70,22;-7,02;1.649,76;2h35min3s
 - ;WDOFUT;11/01/2021 13:40:20;11/01/2021 14:28:53;48min33s;1;1;V;5.498,52;5.512,56;5.743,00;Sim;140,45;14,04;140,45;14,04;1.790,21;22min44s
 - ;WDOFUT;11/01/2021 14:53:16;11/01/2021 14:55:43;2min26s;1;1;V;5.509,05;5.502,03;5.743,00;Não;-70,22;-7,02;-70,22;-7,02;1.719,98;1h12min56s
 - ;WDOFUT;11/01/2021 15:14:26;11/01/2021 15:25:52;11min26s;1;1;V;5.509,05;5.502,03;5.743,00;Não;-70,22;-7,02;-70,22;-7,02;1.649,76;21min10s
 - ;WDOFUT;11/01/2021 15:53:36;11/01/2021 16:01:54;8min17s;1;1;V;5.502,03;5.502,03;5.743,00;Não;0;0;0;0;1.649,76;39min10s
 - ;WDOFUT;11/01/2021 16:35:36;11/01/2021 16:42:41;7min5s;1;1;C;5.519,59;5.516,08;5.743,00;Sim;-35,11;-3,51;-35,11;-3,51;1.614,65;41min59s
 - ;WDOFUT;11/01/2021 16:47:03;11/01/2021 16:51:45;4min41s;1;1;C;5.523,10;5.516,08;5.743,00;Não;-70,22;-7,02;-70,22;-7,02;1.544,42;11min27s
 - ;WDOFUT;12/01/2021 10:33:59;12/01/2021 10:36:08;2min8s;1;1;C;5.505,54;5.502,03;5.743,00;Sim;-35,11;-3,51;-35,11;-3,51;1.509,31;17h46min56s
 - ;WDOFUT;12/01/2021 11:05:56;12/01/2021 11:11:57;6min1s;1;1;C;5.502,03;5.495,01;5.743,00;Sim;-70,22;-7,02;-70,22;-7,02;1.439,09;31min56s
 - ;WDOFUT;12/01/2021 11:13:23;12/01/2021 11:19:40;6min17s;1;1;V;5.498,52;5.491,50;5.743,00;Não;-70,22;-7,02;-70,22;-7,02;1.368,86;7min27s
 - ;WDOFUT;12/01/2021 11:25:00;12/01/2021 11:31:14;6min14s;1;1;C;5.505,54;5.505,54;5.743,00;Não;0;0;0;0;1.368,86;11min36s
 - ;WDOFUT;12/01/2021 11:57:25;12/01/2021 12:00:23;2min58s;1;1;V;5.491,50;5.491,50;5.743,00;Sim;0;0;0;0;1.368,86;32min25s
 - ;WDOFUT;12/01/2021 12:20:26;12/01/2021 12:40:34;20min7s;1;1;V;5.466,92;5.487,99;5.743,00;Não;210,67;21,07;210,67;21,07;1.579,54;23min1s
 - ;WDOFUT;12/01/2021 12:57:55;12/01/2021 12:58:18;22s;1;1;V;5.459,90;5.456,39;5.743,00;Não;-35,11;-3,51;-35,11;-3,51;1.544,42;37min28s
 - ;WDOFUT;12/01/2021 13:19:49;12/01/2021 13:42:59;23min10s;1;1;V;5.438,83;5.449,36;5.743,00;Não;105,34;10,53;105,34;10,53;1.649,76;21min53s
 - ;WDOFUT;12/01/2021 14:28:26;12/01/2021 15:18:07;49min40s;1;1;V;5.389,67;5.428,30;5.743,00;Não;386,23;38,62;386,23;38,62;2.035,99;1h8min37s
 - ;WDOFUT;13/01/2021 10:44:51;13/01/2021 11:01:32;16min41s;1;1;V;5.298,38;5.333,49;5.743,00;Não;351,12;35,11;351,12;35,11;2.387,11;20h16min24s
 - ;WDOFUT;13/01/2021 12:08:32;13/01/2021 12:23:14;14min41s;1;1;V;5.315,94;5.337,00;5.743,00;Sim;210,67;21,07;210,67;21,07;2.597,78;1h23min41s
 - ;WDOFUT;13/01/2021 12:40:50;13/01/2021 12:41:56;1min6s;1;1;C;5.337,00;5.337,00;5.743,00;Sim;0;0;0;0;2.597,78;32min17s
 - ;WDOFUT;13/01/2021 12:43:43;13/01/2021 12:46:54;3min10s;1;1;C;5.344,03;5.344,03;5.743,00;Não;0;0;0;0;2.597,78;2min52s
 - ;WDOFUT;13/01/2021 12:57:42;13/01/2021 13:00:17;2min35s;1;1;V;5.308,92;5.322,96;5.743,00;Não;140,45;14,04;140,45;14,04;2.738,23;13min59s
 - ;WDOFUT;13/01/2021 13:55:34;13/01/2021 13:56:45;1min10s;1;1;V;5.312,43;5.305,40;5.743,00;Não;-70,22;-7,02;-70,22;-7,02;2.668,01;57min52s
 - ;WDOFUT;13/01/2021 14:13:28;13/01/2021 14:17:44;4min16s;1;1;C;5.326,47;5.337,00;5.743,00;Sim;105,34;10,53;105,34;10,53;2.773,34;17min53s
 - ;WDOFUT;13/01/2021 14:54:06;13/01/2021 15:04:30;10min24s;1;1;V;5.319,45;5.322,96;5.743,00;Sim;35,11;3,51;35,11;3,51;2.808,45;40min38s
 - ;WDOFUT;13/01/2021 15:11:43;13/01/2021 15:20:22;8min38s;1;1;C;5.333,49;5.326,47;5.743,00;Não;-70,22;-7,02;-70,22;-7,02;2.738,23;17min37s
 - ;WDOFUT;13/01/2021 15:42:19;13/01/2021 15:52:07;9min48s;1;1;C;5.333,49;5.326,47;5.743,00;Não;-70,22;-7,02;-70,22;-7,02;2.668,01;30min35s
 - ;WDOFUT;13/01/2021 15:59:28;13/01/2021 16:11:06;11min38s;1;1;V;5.319,45;5.315,94;5.743,00;Não;-35,11;-3,51;-35,11;-3,51;2.632,89;17min9s
 - ;WDOFUT;13/01/2021 16:15:53;13/01/2021 16:20:21;4min27s;1;1;V;5.315,94;5.308,92;5.743,00;Não;-70,22;-7,02;-70,22;-7,02;2.562,67;16min25s
 - ;WDOFUT;13/01/2021 16:38:07;13/01/2021 16:43:10;5min2s;1;1;V;5.319,45;5.312,43;5.743,00;Sim;-70,22;-7,02;-70,22;-7,02;2.492,45;22min14s
 - ;WDOFUT;13/01/2021 16:55:36;13/01/2021 16:58:59;3min22s;1;1;C;5.326,47;5.329,98;5.743,00;Sim;35,11;3,51;35,11;3,51;2.527,56;17min28s
 - ;WDOFUT;14/01/2021 11:01:00;14/01/2021 11:09:49;8min49s;1;1;C;5.298,38;5.291,36;5.743,00;Sim;-70,22;-7,02;-70,22;-7,02;2.457,33;18h5min24s
 - ;WDOFUT;14/01/2021 11:18:03;14/01/2021 11:27:25;9min22s;1;1;C;5.301,89;5.305,40;5.743,00;Não;35,11;3,51;35,11;3,51;2.492,45;17min2s
 - ;WDOFUT;14/01/2021 11:58:20;14/01/2021 12:21:30;23min10s;1;1;V;5.266,78;5.294,87;5.743,00;Não;280,90;28,09;280,90;28,09;2.773,34;40min17s
 - ;WDOFUT;14/01/2021 14:30:02;14/01/2021 14:35:41;5min39s;1;1;V;5.235,18;5.235,18;5.743,00;Não;0;0;0;0;2.773,34;2h31min41s
 - ;WDOFUT;14/01/2021 15:36:51;14/01/2021 15:47:18;10min27s;1;1;V;5.221,14;5.217,62;5.743,00;Não;-35,11;-3,51;-35,11;-3,51;2.738,23;1h6min49s
 - ;WDOFUT;15/01/2021 10:37:31;15/01/2021 10:58:38;21min6s;1;1;C;5.284,34;5.287,85;5.743,00;Sim;35,11;3,51;35,11;3,51;2.773,34;19h40s
 - ;WDOFUT;15/01/2021 12:07:17;15/01/2021 12:11:10;3min53s;1;1;C;5.301,89;5.305,40;5.743,00;Não;35,11;3,51;35,11;3,51;2.808,45;1h29min45s
 - ;WDOFUT;15/01/2021 12:35:08;15/01/2021 12:37:38;2min30s;1;1;V;5.284,34;5.284,34;5.743,00;Sim;0;0;0;0;2.808,45;27min50s
 - ;WDOFUT;15/01/2021 12:59:34;15/01/2021 13:00:40;1min5s;1;1;V;5.287,85;5.280,83;5.743,00;Não;-70,22;-7,02;-70,22;-7,02;2.738,23;24min26s
 - ;WDOFUT;15/01/2021 13:27:16;15/01/2021 13:36:40;9min24s;1;1;V;5.252,74;5.280,83;5.743,00;Sim;280,90;28,09;280,90;28,09;3.019,12;27min41s
 - ;WDOFUT;15/01/2021 13:57:06;15/01/2021 13:57:33;26s;1;1;C;5.280,83;5.273,80;5.743,00;Sim;-70,22;-7,02;-70,22;-7,02;2.948,90;29min50s
 - ;WDOFUT;15/01/2021 14:00:10;15/01/2021 14:04:48;4min37s;1;1;C;5.280,83;5.273,80;5.743,00;Não;-70,22;-7,02;-70,22;-7,02;2.878,68;3min4s
 - ;WDOFUT;15/01/2021 15:10:33;15/01/2021 15:40:03;29min30s;1;1;C;5.287,85;5.308,92;5.743,00;Não;210,67;21,07;210,67;21,07;3.089,35;1h10min22s
 - ;WDOFUT;15/01/2021 16:57:06;15/01/2021 17:00:45;3min39s;1;1;C;5.319,45;5.322,96;5.743,00;Não;35,11;3,51;35,11;3,51;3.124,46;1h46min33s
 - ;WDOFUT;18/01/2021 10:57:11;18/01/2021 11:18:07;20min55s;1;1;C;5.322,96;5.333,49;5.743,00;Não;105,33;10,53;105,33;10,53;3.229,79;2d18h
 - ;WDOFUT;18/01/2021 11:38:09;18/01/2021 12:04:36;26min27s;1;1;V;5.287,85;5.312,43;5.743,00;Sim;245,78;24,58;245,78;24,58;3.475,58;40min57s
 - ;WDOFUT;18/01/2021 12:55:12;18/01/2021 13:03:50;8min38s;1;1;V;5.263,27;5.277,31;5.743,00;Não;140,45;14,04;140,45;14,04;3.616,02;1h17min3s
 - ;WDOFUT;18/01/2021 15:23:03;18/01/2021 15:32:32;9min29s;1;1;C;5.291,36;5.298,38;5.743,00;Sim;70,22;7,02;70,22;7,02;3.686,25;2h27min50s
 - ;WDOFUT;19/01/2021 10:42:26;19/01/2021 11:17:15;34min48s;1;1;C;5.287,85;5.308,92;5.743,00;Sim;210,67;21,07;210,67;21,07;3.896,92;19h19min23s
 - ;WDOFUT;19/01/2021 12:55:42;19/01/2021 12:59:58;4min16s;1;1;C;5.340,52;5.344,03;5.743,00;Não;35,11;3,51;35,11;3,51;3.932,03;2h13min15s
 - ;WDOFUT;19/01/2021 13:06:21;19/01/2021 13:24:15;17min54s;1;1;C;5.351,05;5.358,07;5.743,00;Não;70,22;7,02;70,22;7,02;4.002,25;10min38s
 - ;WDOFUT;19/01/2021 14:47:18;19/01/2021 14:49:25;2min7s;1;1;V;5.340,52;5.333,49;5.743,00;Sim;-70,22;-7,02;-70,22;-7,02;3.932,03;1h40min56s
 - ;WDOFUT;19/01/2021 15:01:21;19/01/2021 15:05:50;4min28s;1;1;C;5.361,58;5.358,07;5.743,00;Não;-35,11;-3,51;-35,11;-3,51;3.896,92;14min3s
 - ;WDOFUT;20/01/2021 11:03:00;20/01/2021 11:05:50;2min49s;1;1;V;5.337,00;5.329,98;5.743,00;Não;-70,22;-7,02;-70,22;-7,02;3.826,69;20h1min38s
 - ;WDOFUT;20/01/2021 11:29:40;20/01/2021 11:34:30;4min49s;1;1;V;5.326,47;5.329,98;5.743,00;Não;35,11;3,51;35,11;3,51;3.861,81;26min40s
 - ;WDOFUT;20/01/2021 11:36:01;20/01/2021 11:46:05;10min4s;1;1;V;5.315,94;5.319,45;5.743,00;Não;35,11;3,51;35,11;3,51;3.896,92;6min20s
 - ;WDOFUT;20/01/2021 12:00:05;20/01/2021 12:06:21;6min16s;1;1;V;5.319,45;5.315,94;5.743,00;Não;-35,11;-3,51;-35,11;-3,51;3.861,81;24min3s
 - ;WDOFUT;20/01/2021 12:19:23;20/01/2021 12:36:51;17min27s;1;1;V;5.315,94;5.312,43;5.743,00;Não;-35,11;-3,51;-35,11;-3,51;3.826,69;19min18s
 - ;WDOFUT;20/01/2021 13:02:21;20/01/2021 13:07:12;4min50s;1;1;V;5.315,94;5.308,92;5.743,00;Não;-70,22;-7,02;-70,22;-7,02;3.756,47;42min58s
 - ;WDOFUT;20/01/2021 13:31:32;20/01/2021 13:33:58;2min26s;1;1;C;5.329,98;5.326,47;5.743,00;Sim;-35,11;-3,51;-35,11;-3,51;3.721,36;29min10s
 - ;WDOFUT;20/01/2021 13:56:36;20/01/2021 13:59:25;2min49s;1;1;V;5.308,92;5.305,40;5.743,00;Não;-35,11;-3,51;-35,11;-3,51;3.686,25;25min4s
 - ;WDOFUT;20/01/2021 14:32:26;20/01/2021 14:40:47;8min20s;1;1;V;5.312,43;5.308,92;5.743,00;Sim;-35,11;-3,51;-35,11;-3,51;3.651,13;35min50s
 - ;WDOFUT;20/01/2021 15:26:47;20/01/2021 15:43:30;16min43s;1;1;C;5.322,96;5.337,00;5.743,00;Sim;140,45;14,04;140,45;14,04;3.791,58;54min20s
 - ;WDOFUT;21/01/2021 10:52:38;21/01/2021 11:22:20;29min42s;1;1;C;5.287,85;5.319,45;5.743,00;Sim;316,01;31,60;316,01;31,60;4.107,59;19h25min51s
 - ;WDOFUT;21/01/2021 13:01:50;21/01/2021 13:03:05;1min14s;1;1;C;5.393,18;5.386,16;5.743,00;Não;-70,22;-7,02;-70,22;-7,02;4.037,36;2h9min12s
 - ;WDOFUT;21/01/2021 13:11:20;21/01/2021 13:12:24;1min3s;1;1;C;5.396,70;5.389,67;5.743,00;Não;-70,22;-7,02;-70,22;-7,02;3.967,14;9min29s
 - ;WDOFUT;21/01/2021 13:18:26;21/01/2021 13:44:08;25min41s;1;1;C;5.400,21;5.410,74;5.743,00;Não;105,34;10,53;105,34;10,53;4.072,47;7min6s
 - ;WDOFUT;22/01/2021 10:35:51;22/01/2021 10:39:06;3min15s;1;1;C;5.449,36;5.445,85;5.743,00;Não;-35,11;-3,51;-35,11;-3,51;4.037,36;21h17min24s
 - ;WDOFUT;26/01/2021 11:04:04;26/01/2021 11:08:37;4min33s;1;1;V;5.424,78;5.431,81;5.743,00;Sim;70,22;7,02;70,22;7,02;4.107,59;4d
