Conta: 
Titular: 
Data Inicial: 01/01/2020
Data Final: 12/04/2021

Subconta;Ativo;Abertura;Fechamento;Tempo Operação;Qtd Compra;Qtd Venda;Lado;Preço Compra;Preço Venda;Preço de Mercado;Médio;Resultado;Resultado(%);Res. Operação;Res. Operação (%);Total;TET
 - ;WDOFUT;09/03/2021 15:12:26;09/03/2021 15:13:42;1min16s;1;1;C;5.823,06;5.816,05;5.743,00;Não;-70,11;-7,01;-70,11;-7,01;5.825,85;7min13s
 - ;WDOFUT;09/03/2021 15:42:23;09/03/2021 15:55:04;12min40s;1;1;C;5.816,05;5.812,55;5.743,00;Sim;-35,06;-3,51;-35,06;-3,51;5.790,79;29min57s
 - ;WDOFUT;09/03/2021 15:58:02;09/03/2021 15:59:54;1min51s;1;1;V;5.805,54;5.802,03;5.743,00;Sim;-35,06;-3,51;-35,06;-3,51;5.755,73;15min39s
 - ;WDOFUT;09/03/2021 16:06:58;09/03/2021 16:09:35;2min36s;1;1;V;5.802,03;5.795,02;5.743,00;Não;-70,11;-7,01;-70,11;-7,01;5.685,62;8min56s
 - ;WDOFUT;10/03/2021 10:31:40;10/03/2021 10:37:16;5min35s;1;1;V;5.770,48;5.788,01;5.743,00;Não;175,29;17,53;175,29;17,53;5.860,90;18h24min41s
 - ;WDOFUT;10/03/2021 11:54:57;10/03/2021 12:00:16;5min19s;1;1;V;5.735,42;5.735,42;5.743,00;Não;0;0;0;0;5.860,90;1h23min16s
 - ;WDOFUT;10/03/2021 12:24:17;10/03/2021 12:30:41;6min24s;1;1;C;5.759,96;5.756,46;5.743,00;Sim;-35,06;-3,51;-35,06;-3,51;5.825,85;29min20s
 - ;WDOFUT;10/03/2021 12:55:41;10/03/2021 12:59:13;3min31s;1;1;C;5.763,47;5.781,00;5.743,00;Não;175,29;17,53;175,29;17,53;6.001,13;31min24s
 - ;WDOFUT;10/03/2021 13:04:19;10/03/2021 13:04:55;35s;1;1;C;5.777,49;5.770,48;5.743,00;Não;-70,11;-7,01;-70,11;-7,01;5.931,02;8min38s
 - ;WDOFUT;10/03/2021 13:08:40;10/03/2021 13:17:23;8min43s;1;1;V;5.756,46;5.759,96;5.743,00;Sim;35,06;3,51;35,06;3,51;5.966,08;4min20s
 - ;WDOFUT;10/03/2021 14:18:07;10/03/2021 14:18:26;18s;1;1;V;5.679,33;5.682,83;5.743,00;Não;35,06;3,51;35,06;3,51;6.001,13;1h9min27s
 - ;WDOFUT;10/03/2021 14:49:40;10/03/2021 14:50:09;29s;1;1;C;5.710,88;5.710,88;5.743,00;Sim;0;0;0;0;6.001,13;31min32s
 - ;WDOFUT;10/03/2021 15:04:48;10/03/2021 15:05:24;35s;1;1;C;5.745,94;5.742,43;5.743,00;Não;-35,06;-3,51;-35,06;-3,51;5.966,08;15min8s
 - ;WDOFUT;10/03/2021 15:21:40;10/03/2021 15:23:44;2min3s;1;1;V;5.703,87;5.724,90;5.743,00;Sim;210,34;21,03;210,34;21,03;6.176,42;16min52s
 - ;WDOFUT;10/03/2021 15:40:13;10/03/2021 15:43:29;3min16s;1;1;V;5.693,35;5.696,86;5.743,00;Não;35,06;3,51;35,06;3,51;6.211,48;18min32s
 - ;WDOFUT;10/03/2021 16:06:33;10/03/2021 16:30:36;24min3s;1;1;V;5.675,82;5.686,34;5.743,00;Não;105,17;10,52;105,17;10,52;6.316,65;26min20s
 - ;WDOFUT;11/03/2021 10:46:16;11/03/2021 10:47:38;1min22s;1;1;C;5.630,25;5.623,24;5.743,00;Sim;-70,12;-7,01;-70,12;-7,01;6.246,54;18h39min42s
 - ;WDOFUT;11/03/2021 11:32:06;11/03/2021 11:35:18;3min11s;1;1;C;5.630,25;5.626,74;5.743,00;Sim;-35,06;-3,51;-35,06;-3,51;6.211,48;45min49s
 - ;WDOFUT;11/03/2021 11:54:43;11/03/2021 12:02:09;7min26s;1;1;V;5.602,20;5.609,21;5.743,00;Não;70,12;7,01;70,12;7,01;6.281,59;22min36s
 - ;WDOFUT;11/03/2021 12:35:00;11/03/2021 12:38:41;3min41s;1;1;V;5.609,21;5.602,20;5.743,00;Não;-70,12;-7,01;-70,12;-7,01;6.211,48;40min17s
 - ;WDOFUT;11/03/2021 12:48:02;11/03/2021 13:01:44;13min41s;1;1;V;5.581,17;5.598,70;5.743,00;Não;175,29;17,53;175,29;17,53;6.386,77;13min1s
 - ;WDOFUT;11/03/2021 14:34:29;11/03/2021 15:19:03;44min33s;1;1;V;5.549,62;5.560,13;5.743,00;Não;105,17;10,52;105,17;10,52;6.491,94;1h46min27s
 - ;WDOFUT;11/03/2021 16:35:35;11/03/2021 16:35:42;6s;1;1;C;5.581,17;5.574,16;5.743,00;Sim;-70,11;-7,01;-70,11;-7,01;6.421,82;2h1min5s
 - ;WDOFUT;12/03/2021 10:35:13;12/03/2021 10:37:30;2min17s;1;1;V;5.574,16;5.567,14;5.743,00;Sim;-70,12;-7,01;-70,12;-7,01;6.351,71;17h59min37s
 - ;WDOFUT;12/03/2021 10:44:53;12/03/2021 10:49:07;4min13s;1;1;V;5.570,65;5.567,14;5.743,00;Sim;-35,06;-3,51;-35,06;-3,51;6.316,65;9min40s
 - ;WDOFUT;12/03/2021 11:13:20;12/03/2021 11:26:46;13min25s;1;1;C;5.581,17;5.577,66;5.743,00;Não;-35,06;-3,51;-35,06;-3,51;6.281,59;28min26s
 - ;WDOFUT;12/03/2021 11:59:02;12/03/2021 12:12:08;13min5s;1;1;V;5.570,65;5.567,14;5.743,00;Sim;-35,06;-3,51;-35,06;-3,51;6.246,54;45min42s
 - ;WDOFUT;12/03/2021 12:25:13;12/03/2021 12:49:12;23min59s;1;1;C;5.577,66;5.584,67;5.743,00;Sim;70,11;7,01;70,11;7,01;6.316,65;26min10s
 - ;WDOFUT;12/03/2021 13:38:54;12/03/2021 13:56:56;18min1s;1;1;V;5.567,14;5.567,14;5.743,00;Sim;0;0;0;0;6.316,65;1h13min41s
 - ;WDOFUT;12/03/2021 14:28:58;12/03/2021 14:47:04;18min5s;1;1;C;5.581,17;5.584,67;5.743,00;Não;35,06;3,51;35,06;3,51;6.351,71;50min4s
 - ;WDOFUT;12/03/2021 16:36:58;12/03/2021 16:40:45;3min46s;1;1;C;5.584,67;5.577,66;5.743,00;Não;-70,11;-7,01;-70,11;-7,01;6.281,59;2h7min59s
 - ;WDOFUT;12/03/2021 17:31:35;12/03/2021 17:56:58;25min23s;1;1;V;5.567,14;5.570,65;5.743,00;Sim;35,06;3,51;35,06;3,51;6.316,65;54min36s
 - ;WDOFUT;15/03/2021 12:30:22;15/03/2021 12:40:58;10min35s;1;1;C;5.654,79;5.654,79;5.743,00;Não;0;0;0;0;6.316,65;2d18h
 - ;WDOFUT;15/03/2021 15:28:48;15/03/2021 15:52:14;23min25s;1;1;C;5.633,75;5.640,77;5.743,00;Sim;70,12;7,01;70,12;7,01;6.386,77;2h58min26s
 - ;WDOFUT;16/03/2021 10:35:25;16/03/2021 10:38:26;3min1s;1;1;V;5.595,19;5.591,68;5.743,00;Sim;-35,06;-3,51;-35,06;-3,51;6.351,71;19h6min36s
 - ;WDOFUT;16/03/2021 11:00:53;16/03/2021 12:02:02;1h1min8s;1;1;V;5.581,17;5.595,19;5.743,00;Sim;140,23;14,02;140,23;14,02;6.491,94;25min28s
 - ;WDOFUT;16/03/2021 13:32:21;16/03/2021 13:34:27;2min6s;1;1;V;5.588,18;5.581,17;5.743,00;Não;-70,12;-7,01;-70,12;-7,01;6.421,82;2h31min27s
 - ;WDOFUT;16/03/2021 14:38:33;16/03/2021 15:02:07;23min34s;1;1;C;5.602,20;5.609,21;5.743,00;Sim;70,12;7,01;70,12;7,01;6.491,94;1h6min11s
 - ;WDOFUT;17/03/2021 11:12:55;17/03/2021 11:17:46;4min51s;1;1;V;5.661,80;5.658,29;5.743,00;Sim;-35,06;-3,51;-35,06;-3,51;6.456,88;20h34min21s
 - ;WDOFUT;17/03/2021 11:24:24;17/03/2021 11:30:01;5min36s;1;1;V;5.654,79;5.651,28;5.743,00;Não;-35,06;-3,51;-35,06;-3,51;6.421,82;11min29s
 - ;WDOFUT;17/03/2021 13:45:41;17/03/2021 13:59:07;13min25s;1;1;V;5.661,80;5.654,79;5.743,00;Sim;-70,12;-7,01;-70,12;-7,01;6.351,71;2h21min17s
 - ;WDOFUT;17/03/2021 14:27:50;17/03/2021 14:33:27;5min36s;1;1;V;5.661,80;5.654,79;5.743,00;Sim;-70,12;-7,01;-70,12;-7,01;6.281,59;42min8s
 - ;WDOFUT;17/03/2021 14:50:41;17/03/2021 14:57:53;7min12s;1;1;C;5.672,32;5.668,81;5.743,00;Não;-35,06;-3,51;-35,06;-3,51;6.246,54;22min50s
 - ;WDOFUT;17/03/2021 15:00:05;17/03/2021 15:00:15;9s;1;1;V;5.647,78;5.658,29;5.743,00;Sim;105,17;10,52;105,17;10,52;6.351,71;9min24s
 - ;WDOFUT;17/03/2021 15:05:03;17/03/2021 15:09:56;4min53s;1;1;V;5.633,75;5.640,77;5.743,00;Não;70,12;7,01;70,12;7,01;6.421,82;4min57s
 - ;WDOFUT;18/03/2021 10:39:07;18/03/2021 10:40:57;1min49s;1;1;C;5.584,67;5.577,66;5.743,00;Sim;-70,11;-7,01;-70,11;-7,01;6.351,71;19h34min4s
 - ;WDOFUT;18/03/2021 10:45:53;18/03/2021 10:48:15;2min21s;1;1;C;5.588,18;5.584,67;5.743,00;Não;-35,06;-3,51;-35,06;-3,51;6.316,65;6min45s
 - ;WDOFUT;18/03/2021 11:02:19;18/03/2021 11:05:12;2min53s;1;1;V;5.570,65;5.563,64;5.743,00;Não;-70,12;-7,01;-70,12;-7,01;6.246,53;16min26s
 - ;WDOFUT;18/03/2021 11:11:18;18/03/2021 11:16:06;4min47s;1;1;V;5.563,64;5.563,64;5.743,00;Sim;0;0;0;0;6.246,53;8min59s
 - ;WDOFUT;18/03/2021 13:28:16;18/03/2021 14:03:11;34min54s;1;1;C;5.560,13;5.581,17;5.743,00;Sim;210,34;21,03;210,34;21,03;6.456,88;2h16min57s
 - ;WDOFUT;18/03/2021 14:30:18;18/03/2021 14:34:14;3min55s;1;1;C;5.577,66;5.570,65;5.743,00;Não;-70,11;-7,01;-70,11;-7,01;6.386,76;1h2min2s
 - ;WDOFUT;18/03/2021 14:43:09;18/03/2021 14:49:08;5min59s;1;1;V;5.567,14;5.560,13;5.743,00;Não;-70,11;-7,01;-70,11;-7,01;6.316,65;12min50s
 - ;WDOFUT;18/03/2021 14:51:45;18/03/2021 15:04:22;12min36s;1;1;V;5.549,62;5.560,13;5.743,00;Não;105,17;10,52;105,17;10,52;6.421,82;8min36s
 - ;WDOFUT;18/03/2021 15:30:55;18/03/2021 15:34:18;3min23s;1;1;V;5.553,12;5.546,11;5.743,00;Não;-70,12;-7,01;-70,12;-7,01;6.351,71;39min9s
 - ;WDOFUT;18/03/2021 15:43:44;18/03/2021 15:45:51;2min6s;1;1;C;5.567,14;5.560,13;5.743,00;Sim;-70,11;-7,01;-70,11;-7,01;6.281,59;12min49s
 - ;WDOFUT;18/03/2021 15:46:37;18/03/2021 15:47:20;43s;1;1;C;5.567,14;5.563,64;5.743,00;Não;-35,06;-3,51;-35,06;-3,51;6.246,54;2min52s
 - ;WDOFUT;19/03/2021 10:42:10;19/03/2021 10:44:11;2min;1;1;C;5.553,12;5.546,11;5.743,00;Sim;-70,12;-7,01;-70,12;-7,01;6.176,42;18h55min33s
 - ;WDOFUT;19/03/2021 10:53:29;19/03/2021 10:54:24;54s;1;1;V;5.542,60;5.535,59;5.743,00;Não;-70,11;-7,01;-70,11;-7,01;6.106,31;11min19s
 - ;WDOFUT;19/03/2021 11:04:27;19/03/2021 11:07:38;3min11s;1;1;C;5.549,62;5.542,60;5.743,00;Sim;-70,11;-7,01;-70,11;-7,01;6.036,19;10min57s
 - ;WDOFUT;19/03/2021 11:15:07;19/03/2021 11:30:51;15min44s;1;1;V;5.514,56;5.535,59;5.743,00;Não;210,35;21,03;210,35;21,03;6.246,54;10min40s
 - ;WDOFUT;19/03/2021 12:05:27;19/03/2021 12:13:30;8min2s;1;1;V;5.507,55;5.504,04;5.743,00;Não;-35,06;-3,51;-35,06;-3,51;6.211,48;50min19s
 - ;WDOFUT;19/03/2021 12:21:28;19/03/2021 12:25:37;4min8s;1;1;V;5.497,03;5.497,03;5.743,00;Não;0;0;0;0;6.211,48;16min1s
 - ;WDOFUT;19/03/2021 13:10:23;19/03/2021 13:32:09;21min46s;1;1;V;5.468,98;5.475,99;5.743,00;Não;70,11;7,01;70,11;7,01;6.281,59;48min54s
 - ;WDOFUT;19/03/2021 15:34:50;19/03/2021 15:51:08;16min17s;1;1;C;5.493,52;5.486,51;5.743,00;Sim;-70,11;-7,01;-70,11;-7,01;6.211,48;2h24min27s
 - ;WDOFUT;22/03/2021 10:35:18;22/03/2021 10:49:27;14min9s;1;1;C;5.546,11;5.549,62;5.743,00;Não;35,06;3,51;35,06;3,51;6.246,54;2d19h
 - ;WDOFUT;22/03/2021 11:48:17;22/03/2021 12:05:50;17min32s;1;1;V;5.525,08;5.525,08;5.743,00;Sim;0;0;0;0;6.246,54;1h12min59s
 - ;WDOFUT;22/03/2021 12:39:16;22/03/2021 12:59:50;20min34s;1;1;C;5.546,11;5.539,10;5.743,00;Não;-70,12;-7,01;-70,12;-7,01;6.176,42;50min58s
 - ;WDOFUT;22/03/2021 13:13:25;22/03/2021 13:52:41;39min16s;1;1;C;5.546,11;5.539,10;5.743,00;Não;-70,12;-7,01;-70,12;-7,01;6.106,30;34min9s
 - ;WDOFUT;22/03/2021 14:37:47;22/03/2021 15:13:00;35min12s;1;1;V;5.521,57;5.528,58;5.743,00;Sim;70,11;7,01;70,11;7,01;6.176,42;1h24min22s
 - ;WDOFUT;23/03/2021 11:11:57;23/03/2021 11:21:05;9min8s;1;1;V;5.518,06;5.511,05;5.743,00;Não;-70,12;-7,01;-70,12;-7,01;6.106,30;20h34min9s
 - ;WDOFUT;23/03/2021 11:49:24;23/03/2021 12:19:40;30min15s;1;1;V;5.497,03;5.511,05;5.743,00;Sim;140,23;14,02;140,23;14,02;6.246,54;37min27s
 - ;WDOFUT;23/03/2021 12:53:24;23/03/2021 13:02:36;9min11s;1;1;V;5.493,52;5.493,52;5.743,00;Não;0;0;0;0;6.246,54;1h4min
 - ;WDOFUT;23/03/2021 15:23:13;23/03/2021 15:35:46;12min33s;1;1;V;5.486,51;5.490,02;5.743,00;Não;35,06;3,51;35,06;3,51;6.281,59;2h29min48s
 - ;WDOFUT;23/03/2021 16:05:45;23/03/2021 16:37:27;31min41s;1;1;C;5.507,55;5.535,59;5.743,00;Sim;280,46;28,05;280,46;28,05;6.562,05;42min32s
 - ;WDOFUT;24/03/2021 10:51:31;24/03/2021 10:56:28;4min56s;1;1;C;5.553,12;5.549,62;5.743,00;Não;-35,06;-3,51;-35,06;-3,51;6.527,00;18h45min45s
 - ;WDOFUT;24/03/2021 11:17:39;24/03/2021 11:28:59;11min20s;1;1;C;5.553,12;5.546,11;5.743,00;Sim;-70,12;-7,01;-70,12;-7,01;6.456,88;26min7s
 - ;WDOFUT;24/03/2021 11:34:09;24/03/2021 11:36:06;1min57s;1;1;C;5.556,63;5.549,62;5.743,00;Não;-70,12;-7,01;-70,12;-7,01;6.386,77;16min30s
 - ;WDOFUT;24/03/2021 12:05:13;24/03/2021 12:11:54;6min41s;1;1;V;5.535,59;5.535,59;5.743,00;Sim;0;0;0;0;6.386,77;31min3s
 - ;WDOFUT;24/03/2021 12:36:23;24/03/2021 12:59:10;22min46s;1;1;C;5.556,63;5.570,65;5.743,00;Sim;140,23;14,02;140,23;14,02;6.527,00;31min10s
 - ;WDOFUT;24/03/2021 13:59:06;24/03/2021 14:48:21;49min15s;1;1;C;5.574,16;5.588,18;5.743,00;Não;140,23;14,02;140,23;14,02;6.667,23;1h22min42s
 - ;WDOFUT;25/03/2021 11:21:19;25/03/2021 11:26:52;5min32s;1;1;V;5.658,29;5.658,29;5.743,00;Sim;0;0;0;0;6.667,23;21h22min13s
 - ;WDOFUT;25/03/2021 11:28:39;25/03/2021 11:30:12;1min33s;1;1;V;5.658,29;5.651,28;5.743,00;Não;-70,11;-7,01;-70,11;-7,01;6.597,11;7min19s
 - ;WDOFUT;25/03/2021 12:15:01;25/03/2021 12:21:20;6min19s;1;1;V;5.644,27;5.651,28;5.743,00;Sim;70,11;7,01;70,11;7,01;6.667,23;46min22s
 - ;WDOFUT;25/03/2021 12:27:27;25/03/2021 12:28:11;43s;1;1;V;5.637,26;5.637,26;5.743,00;Não;0;0;0;0;6.667,23;12min26s
 - ;WDOFUT;25/03/2021 13:13:21;25/03/2021 13:18:03;4min42s;1;1;C;5.651,28;5.651,28;5.743,00;Não;0;0;0;0;6.667,23;45min53s
 - ;WDOFUT;25/03/2021 13:23:19;25/03/2021 13:25:07;1min47s;1;1;C;5.658,29;5.654,79;5.743,00;Não;-35,06;-3,51;-35,06;-3,51;6.632,17;9min58s
 - ;WDOFUT;25/03/2021 13:41:28;25/03/2021 13:53:34;12min5s;1;1;V;5.644,27;5.644,27;5.743,00;Sim;0;0;0;0;6.632,17;18min9s
 - ;WDOFUT;25/03/2021 14:06:03;25/03/2021 14:13:29;7min25s;1;1;C;5.654,79;5.647,78;5.743,00;Sim;-70,11;-7,01;-70,11;-7,01;6.562,06;24min34s
 - ;WDOFUT;25/03/2021 14:28:28;25/03/2021 14:38:13;9min45s;1;1;C;5.658,29;5.668,81;5.743,00;Não;105,17;10,52;105,17;10,52;6.667,23;22min24s
 - ;WDOFUT;25/03/2021 15:04:15;25/03/2021 15:04:48;33s;1;1;V;5.658,29;5.651,28;5.743,00;Sim;-70,11;-7,01;-70,11;-7,01;6.597,11;35min47s
 - ;WDOFUT;25/03/2021 15:29:02;25/03/2021 15:48:04;19min2s;1;1;C;5.668,81;5.682,83;5.743,00;Não;140,23;14,02;140,23;14,02;6.737,34;24min46s
 - ;WDOFUT;26/03/2021 11:07:33;26/03/2021 11:10:48;3min14s;1;1;V;5.696,86;5.689,85;5.743,00;Sim;-70,11;-7,01;-70,11;-7,01;6.667,23;19h38min31s
 - ;WDOFUT;26/03/2021 11:45:30;26/03/2021 11:47:45;2min14s;1;1;C;5.717,89;5.717,89;5.743,00;Não;0;0;0;0;6.667,23;37min56s
 - ;WDOFUT;26/03/2021 12:53:46;26/03/2021 13:04:35;10min48s;1;1;C;5.724,90;5.724,90;5.743,00;Não;0;0;0;0;6.667,23;1h8min16s
 - ;WDOFUT;26/03/2021 13:56:31;26/03/2021 14:39:07;42min35s;1;1;C;5.731,92;5.742,43;5.743,00;Não;105,17;10,52;105,17;10,52;6.772,40;1h2min44s
 - ;WDOFUT;29/03/2021 12:50:45;29/03/2021 13:13:13;22min28s;1;1;V;5.777,49;5.788,01;5.743,00;Sim;105,17;10,52;105,17;10,52;6.877,57;2d22h
 - ;WDOFUT;29/03/2021 15:22:11;29/03/2021 15:47:50;25min38s;1;1;C;5.777,49;5.781,00;5.743,00;Não;35,06;3,51;35,06;3,51;6.912,63;2h31min26s
 - ;WDOFUT;29/03/2021 16:53:36;29/03/2021 17:04:33;10min56s;1;1;V;5.766,97;5.770,48;5.743,00;Não;35,06;3,51;35,06;3,51;6.947,69;1h31min24s
 - ;WDOFUT;30/03/2021 10:39:43;30/03/2021 10:41:19;1min35s;1;1;V;5.781,00;5.777,49;5.743,00;Sim;-35,06;-3,51;-35,06;-3,51;6.912,63;17h46min6s
 - ;WDOFUT;30/03/2021 10:56:00;30/03/2021 10:57:14;1min14s;1;1;V;5.777,49;5.773,98;5.743,00;Não;-35,06;-3,51;-35,06;-3,51;6.877,57;16min16s
 - ;WDOFUT;30/03/2021 11:35:57;30/03/2021 11:40:15;4min18s;1;1;C;5.788,01;5.805,54;5.743,00;Não;175,29;17,53;175,29;17,53;7.052,86;39min57s
 - ;WDOFUT;30/03/2021 11:58:18;30/03/2021 11:59:03;44s;1;1;V;5.770,48;5.784,50;5.743,00;Sim;140,23;14,02;140,23;14,02;7.193,09;22min20s
 - ;WDOFUT;30/03/2021 12:02:03;30/03/2021 12:12:03;10min;1;1;V;5.770,48;5.763,47;5.743,00;Não;-70,12;-7,01;-70,12;-7,01;7.122,98;3min44s
 - ;WDOFUT;30/03/2021 12:14:05;30/03/2021 12:21:04;6min58s;1;1;V;5.763,47;5.759,96;5.743,00;Não;-35,06;-3,51;-35,06;-3,51;7.087,92;12min2s
 - ;WDOFUT;30/03/2021 14:54:42;30/03/2021 15:11:21;16min38s;1;1;V;5.738,93;5.749,44;5.743,00;Não;105,17;10,52;105,17;10,52;7.193,09;2h40min36s
 - ;WDOFUT;30/03/2021 15:44:29;30/03/2021 15:45:16;46s;1;1;C;5.763,47;5.756,46;5.743,00;Sim;-70,11;-7,01;-70,11;-7,01;7.122,98;49min47s
 - ;WDOFUT;30/03/2021 16:00:33;30/03/2021 16:24:18;23min44s;1;1;C;5.763,47;5.756,46;5.743,00;Não;-70,11;-7,01;-70,11;-7,01;7.052,86;16min4s
 - ;WDOFUT;30/03/2021 16:35:33;30/03/2021 17:04:56;29min23s;1;1;C;5.763,47;5.766,97;5.743,00;Não;35,06;3,51;35,06;3,51;7.087,92;34min59s
 - ;WDOFUT;31/03/2021 10:31:50;31/03/2021 10:43:20;11min30s;1;1;V;5.757,50;5.754,00;5.743,00;Sim;-35,00;-3,50;-35,00;-3,50;7.052,92;17h56min17s
 - ;WDOFUT;31/03/2021 10:51:36;31/03/2021 11:19:42;28min5s;1;1;V;5.715,50;5.750,50;5.743,00;Não;350,00;35,00;350,00;35,00;7.402,92;19min46s
 - ;WDOFUT;31/03/2021 15:38:16;31/03/2021 15:39:56;1min39s;1;1;V;5.663,00;5.666,50;5.743,00;Não;35,00;3,50;35,00;3,50;7.437,92;4h46min39s
 - ;WDOFUT;01/04/2021 10:41:50;01/04/2021 10:59:32;17min42s;1;1;C;5.687,50;5.708,50;5.743,00;Sim;210,00;21,00;210,00;21,00;7.647,92;19h3min34s
 - ;WDOFUT;01/04/2021 13:24:36;01/04/2021 13:38:53;14min16s;1;1;C;5.705,00;5.698,00;5.743,00;Não;-70,00;-7,00;-70,00;-7,00;7.577,92;2h42min45s
 - ;WDOFUT;01/04/2021 13:45:37;01/04/2021 14:33:04;47min27s;1;1;C;5.708,50;5.715,50;5.743,00;Não;70,00;7,00;70,00;7,00;7.647,92;21min
 - ;WDOFUT;01/04/2021 15:44:56;01/04/2021 17:14:06;1h29min10s;1;1;C;5.715,50;5.715,50;5.743,00;Não;0;0;0;0;7.647,92;1h59min19s
 - ;WDOFUT;05/04/2021 11:15:31;05/04/2021 11:21:31;5min59s;1;1;V;5.652,50;5.649,00;5.743,00;Não;-35,00;-3,50;-35,00;-3,50;7.612,92;3d19h
 - ;WDOFUT;05/04/2021 13:47:19;05/04/2021 14:20:17;32min58s;1;1;C;5.670,00;5.673,50;5.743,00;Sim;35,00;3,50;35,00;3,50;7.647,92;2h31min47s
 - ;WDOFUT;05/04/2021 15:32:35;05/04/2021 15:47:39;15min4s;1;1;C;5.684,00;5.677,00;5.743,00;Não;-70,00;-7,00;-70,00;-7,00;7.577,92;1h45min16s
 - ;WDOFUT;05/04/2021 16:07:07;05/04/2021 16:30:25;23min18s;1;1;C;5.684,00;5.680,50;5.743,00;Não;-35,00;-3,50;-35,00;-3,50;7.542,92;34min32s
 - ;WDOFUT;06/04/2021 10:46:57;06/04/2021 10:49:47;2min49s;1;1;V;5.652,50;5.645,50;5.743,00;Não;-70,00;-7,00;-70,00;-7,00;7.472,92;18h39min50s
 - ;WDOFUT;06/04/2021 11:12:35;06/04/2021 11:28:28;15min53s;1;1;V;5.631,50;5.642,00;5.743,00;Não;105,00;10,50;105,00;10,50;7.577,92;25min37s
 - ;WDOFUT;06/04/2021 15:02:36;06/04/2021 15:04:46;2min9s;1;1;V;5.593,00;5.610,50;5.743,00;Não;175,00;17,50;175,00;17,50;7.752,92;3h50min1s
 - ;WDOFUT;07/04/2021 10:31:19;07/04/2021 10:39:38;8min19s;1;1;V;5.582,50;5.579,00;5.743,00;Não;-35,00;-3,50;-35,00;-3,50;7.717,92;19h28min42s
 - ;WDOFUT;07/04/2021 10:48:11;07/04/2021 10:50:22;2min11s;1;1;C;5.603,50;5.596,50;5.743,00;Sim;-70,00;-7,00;-70,00;-7,00;7.647,92;16min52s
 - ;WDOFUT;07/04/2021 11:21:11;07/04/2021 11:37:19;16min7s;1;1;V;5.568,50;5.575,50;5.743,00;Não;70,00;7,00;70,00;7,00;7.717,92;32min59s
 - ;WDOFUT;07/04/2021 12:25:53;07/04/2021 12:41:20;15min26s;1;1;C;5.589,50;5.617,50;5.743,00;Sim;280,00;28,00;280,00;28,00;7.997,92;1h4min42s
 - ;WDOFUT;07/04/2021 14:42:38;07/04/2021 14:46:35;3min56s;1;1;V;5.610,50;5.603,50;5.743,00;Sim;-70,00;-7,00;-70,00;-7,00;7.927,92;2h16min44s
 - ;WDOFUT;07/04/2021 15:31:19;07/04/2021 16:03:39;32min20s;1;1;C;5.624,50;5.638,50;5.743,00;Não;140,00;14,00;140,00;14,00;8.067,92;48min40s
 - ;WDOFUT;08/04/2021 11:00:08;08/04/2021 11:05:42;5min33s;1;1;V;5.593,00;5.586,00;5.743,00;Não;-70,00;-7,00;-70,00;-7,00;7.997,92;19h28min49s
 - ;WDOFUT;08/04/2021 11:10:44;08/04/2021 11:23:09;12min24s;1;1;C;5.607,00;5.617,50;5.743,00;Sim;105,00;10,50;105,00;10,50;8.102,92;10min36s
 - ;WDOFUT;08/04/2021 11:51:46;08/04/2021 11:56:58;5min11s;1;1;V;5.600,00;5.596,50;5.743,00;Sim;-35,00;-3,50;-35,00;-3,50;8.067,92;41min1s
 - ;WDOFUT;08/04/2021 11:59:13;08/04/2021 12:02:33;3min20s;1;1;V;5.593,00;5.593,00;5.743,00;Não;0;0;0;0;8.067,92;7min26s
 - ;WDOFUT;08/04/2021 12:17:20;08/04/2021 12:19:41;2min20s;1;1;C;5.610,50;5.603,50;5.743,00;Não;-70,00;-7,00;-70,00;-7,00;7.997,92;18min7s
 - ;WDOFUT;08/04/2021 12:30:57;08/04/2021 12:56:19;25min21s;1;1;V;5.582,50;5.593,00;5.743,00;Não;105,00;10,50;105,00;10,50;8.102,92;13min37s
 - ;WDOFUT;08/04/2021 15:42:27;08/04/2021 15:47:34;5min6s;1;1;C;5.579,00;5.579,00;5.743,00;Sim;0;0;0;0;8.102,92;3h11min30s
 - ;WDOFUT;09/04/2021 11:02:49;09/04/2021 11:08:53;6min3s;1;1;C;5.649,00;5.649,00;5.743,00;Não;0;0;0;0;8.102,92;19h20min21s
 - ;WDOFUT;09/04/2021 12:23:24;09/04/2021 12:46:58;23min33s;1;1;C;5.656,00;5.670,00;5.743,00;Não;140,00;14,00;140,00;14,00;8.242,92;1h20min35s
 - ;WDOFUT;09/04/2021 13:15:14;09/04/2021 13:35:34;20min19s;1;1;C;5.670,00;5.666,50;5.743,00;Não;-35,00;-3,50;-35,00;-3,50;8.207,92;51min49s
 - ;WDOFUT;09/04/2021 14:56:43;09/04/2021 15:05:49;9min5s;1;1;C;5.677,00;5.680,50;5.743,00;Não;35,00;3,50;35,00;3,50;8.242,92;1h41min29s
 - ;WDOFUT;09/04/2021 15:54:07;09/04/2021 16:53:49;59min41s;1;1;C;5.687,50;5.680,50;5.743,00;Não;-70,00;-7,00;-70,00;-7,00;8.172,92;57min24s
 - ;WDOFUT;12/04/2021 11:44:36;12/04/2021 12:30:00;45min23s;1;1;C;5.663,00;5.698,00;5.743,00;Sim;350,00;35,00;350,00;35,00;8.522,92;2d19h
