Conta: 
Titular: 
Data Inicial: 01/01/2021
Data Final: 31/03/2021

Subconta;Ativo;Abertura;Fechamento;Tempo Operação;Qtd;Lado;Preço Compra;Preço Venda;Médio;Resultado;Resultado(%);Total;TET
 - ;WDOFUT;09/03/2021 10:57:39;09/03/2021 11:02:49;5min9s;1;C;5.877,65;5.871,64;Sim;-60,10;-6,01;6.645,96;32min31s
 - ;WDOFUT;09/03/2021 11:26:57;09/03/2021 11:31:03;4min5s;1;V;5.868,64;5.865,63;Sim;-30,05;-3,01;6.615,91;29min17s
 - ;WDOFUT;09/03/2021 11:34:30;09/03/2021 11:39:07;4min36s;1;V;5.859,63;5.862,63;Não;30,05;3,01;6.645,96;7min33s
 - ;WDOFUT;09/03/2021 11:42:41;09/03/2021 11:43:58;1min16s;1;C;5.880,66;5.874,65;Não;-60,10;-6,01;6.585,86;8min10s
 - ;WDOFUT;09/03/2021 11:51:17;09/03/2021 11:52:17;1min;1;C;5.874,65;5.868,64;Sim;-60,10;-6,01;6.525,76;8min35s
 - ;WDOFUT;09/03/2021 12:01:40;09/03/2021 12:03:19;1min38s;1;V;5.865,63;5.862,63;Não;-30,05;-3,00;6.495,72;10min23s
 - ;WDOFUT;09/03/2021 12:05:59;09/03/2021 12:13:47;7min48s;1;V;5.856,62;5.859,63;Não;30,05;3,00;6.525,76;4min18s
 - ;WDOFUT;09/03/2021 12:25:35;09/03/2021 12:28:44;3min8s;1;V;5.853,62;5.853,62;Não;0;0;6.525,76;19min35s
 - ;WDOFUT;09/03/2021 12:34:21;09/03/2021 12:44:03;9min42s;1;V;5.817,56;5.850,61;Não;330,54;33,05;6.856,31;8min45s
 - ;WDOFUT;09/03/2021 12:52:51;09/03/2021 12:57:32;4min40s;1;V;5.817,56;5.823,57;Não;60,10;6,01;6.916,41;18min30s
 - ;WDOFUT;09/03/2021 13:34:24;09/03/2021 13:38:21;3min56s;1;C;5.838,59;5.835,59;Sim;-30,05;-3,00;6.886,36;41min32s
 - ;WDOFUT;09/03/2021 13:52:52;09/03/2021 13:54:09;1min17s;1;V;5.823,57;5.820,56;Não;-30,05;-3,00;6.856,31;18min27s
 - ;WDOFUT;09/03/2021 14:10:24;09/03/2021 14:16:14;5min50s;1;C;5.835,59;5.829,58;Sim;-60,10;-6,01;6.796,21;17min31s
 - ;WDOFUT;09/03/2021 14:17:35;09/03/2021 14:23:16;5min41s;1;C;5.835,59;5.841,60;Sim;60,10;6,01;6.856,31;7min11s
 - ;WDOFUT;09/03/2021 14:27:36;09/03/2021 14:28:24;48s;1;V;5.796,52;5.820,56;Não;240,40;24,04;7.096,70;10min1s
 - ;WDOFUT;09/03/2021 14:28:58;09/03/2021 14:29:18;20s;1;V;5.808,54;5.802,53;Não;-60,10;-6,01;7.036,60;1min21s
 - ;WDOFUT;09/03/2021 14:32:04;09/03/2021 14:35:00;2min55s;1;V;5.790,51;5.802,53;Sim;120,20;12,02;7.156,80;3min5s
 - ;WDOFUT;09/03/2021 14:43:18;09/03/2021 14:44:42;1min23s;1;V;5.799,53;5.793,52;Não;-60,10;-6,01;7.096,70;11min14s
 - ;WDOFUT;09/03/2021 15:02:42;09/03/2021 15:03:31;48s;1;V;5.793,52;5.787,51;Não;-60,10;-6,01;7.036,61;19min24s
 - ;WDOFUT;09/03/2021 15:04:27;09/03/2021 15:06:03;1min36s;1;C;5.808,54;5.808,54;Sim;0;0;7.036,61;1min44s
 - ;WDOFUT;09/03/2021 15:11:28;09/03/2021 15:13:42;2min13s;1;C;5.817,56;5.817,56;Não;0;0;7.036,61;7min1s
 - ;WDOFUT;09/03/2021 15:16:19;09/03/2021 15:16:34;15s;1;V;5.805,54;5.802,53;Sim;-30,05;-3,00;7.006,56;4min50s
 - ;WDOFUT;09/03/2021 15:21:07;09/03/2021 15:27:15;6min7s;1;V;5.811,55;5.808,54;Sim;-30,05;-3,00;6.976,51;4min48s
 - ;WDOFUT;09/03/2021 15:29:42;09/03/2021 15:30:30;48s;1;V;5.811,55;5.805,54;Não;-60,10;-6,01;6.916,41;8min34s
 - ;WDOFUT;09/03/2021 15:33:33;09/03/2021 15:37:09;3min36s;1;C;5.814,55;5.808,54;Sim;-60,10;-6,01;6.856,31;3min51s
 - ;WDOFUT;09/03/2021 15:38:55;09/03/2021 15:42:13;3min18s;1;V;5.811,55;5.805,54;Sim;-60,10;-6,01;6.796,21;5min21s
 - ;WDOFUT;09/03/2021 15:42:23;09/03/2021 15:52:34;10min11s;1;C;5.814,55;5.814,55;Sim;0;0;6.796,21;3min28s
 - ;WDOFUT;09/03/2021 15:58:02;09/03/2021 15:59:54;1min51s;1;V;5.805,54;5.802,53;Não;-30,05;-3,00;6.766,16;15min39s
 - ;WDOFUT;09/03/2021 16:04:03;09/03/2021 16:08:41;4min37s;1;V;5.799,53;5.802,53;Sim;30,05;3,00;6.796,21;6min1s
 - ;WDOFUT;09/03/2021 16:13:28;09/03/2021 16:17:00;3min31s;1;V;5.802,53;5.799,53;Não;-30,05;-3,00;6.766,16;9min24s
 - ;WDOFUT;09/03/2021 16:36:45;09/03/2021 16:45:58;9min13s;1;V;5.802,53;5.799,53;Não;-30,05;-3,00;6.736,11;23min17s
 - ;WDOFUT;09/03/2021 16:50:56;09/03/2021 16:58:17;7min20s;1;V;5.802,53;5.796,52;Não;-60,10;-6,01;6.676,01;14min10s
 - ;WDOFUT;09/03/2021 16:59:21;09/03/2021 17:01:15;1min53s;1;C;5.808,54;5.805,54;Sim;-30,05;-3,00;6.645,96;8min24s
 - ;WDOFUT;09/03/2021 17:06:19;09/03/2021 17:08:10;1min51s;1;V;5.796,52;5.793,52;Não;-30,05;-3,00;6.615,91;6min58s
 - ;WDOFUT;09/03/2021 17:25:07;09/03/2021 17:51:53;26min45s;1;C;5.805,54;5.814,55;Sim;90,15;9,01;6.706,06;18min48s
 - ;WDOFUT;10/03/2021 09:19:18;10/03/2021 09:20:12;53s;1;C;5.814,55;5.814,55;Não;0;0;6.706,06;15h54min10s
 - ;WDOFUT;10/03/2021 09:38:20;10/03/2021 09:40:05;1min45s;1;V;5.793,52;5.805,54;Sim;120,20;12,02;6.826,26;19min2s
 - ;WDOFUT;10/03/2021 09:51:42;10/03/2021 09:53:13;1min31s;1;V;5.802,53;5.796,52;Não;-60,10;-6,01;6.766,16;13min21s
 - ;WDOFUT;10/03/2021 09:58:03;10/03/2021 10:04:30;6min26s;1;V;5.790,51;5.796,52;Sim;60,10;6,01;6.826,26;6min21s
 - ;WDOFUT;10/03/2021 10:29:46;10/03/2021 10:30:07;21s;1;C;5.802,53;5.796,52;Sim;-60,10;-6,01;6.766,16;31min42s
 - ;WDOFUT;10/03/2021 10:30:21;10/03/2021 10:30:39;18s;1;V;5.796,52;5.790,51;Não;-60,10;-6,01;6.706,06;34s
 - ;WDOFUT;10/03/2021 10:31:35;10/03/2021 10:37:15;5min39s;1;V;5.769,48;5.790,51;Sim;210,34;21,03;6.916,41;1min13s
 - ;WDOFUT;10/03/2021 12:48:13;10/03/2021 12:54:44;6min31s;1;C;5.760,46;5.754,45;Sim;-60,10;-6,01;6.856,31;2h16min38s
 - ;WDOFUT;10/03/2021 12:55:41;10/03/2021 12:57:45;2min3s;1;C;5.763,47;5.781,50;Não;180,30;18,03;7.036,60;7min28s
 - ;WDOFUT;10/03/2021 13:01:41;10/03/2021 13:02:04;23s;1;V;5.766,47;5.760,46;Não;-60,10;-6,01;6.976,50;5min59s
 - ;WDOFUT;10/03/2021 13:06:37;10/03/2021 13:17:03;10min26s;1;V;5.754,45;5.763,47;Sim;90,15;9,01;7.066,65;4min55s
 - ;WDOFUT;10/03/2021 14:49:22;10/03/2021 14:50:09;46s;1;C;5.703,37;5.712,38;Sim;90,15;9,01;7.156,80;1h42min45s
 - ;WDOFUT;10/03/2021 15:02:28;10/03/2021 15:02:45;17s;1;C;5.739,43;5.733,42;Não;-60,10;-6,01;7.096,70;13min6s
 - ;WDOFUT;10/03/2021 15:04:09;10/03/2021 15:05:24;1min14s;1;C;5.742,43;5.742,43;Não;0;0;7.096,70;1min40s
 - ;WDOFUT;10/03/2021 15:12:04;10/03/2021 15:13:21;1min16s;1;V;5.730,41;5.724,40;Não;-60,10;-6,01;7.036,60;7min55s
 - ;WDOFUT;10/03/2021 15:21:41;10/03/2021 15:23:44;2min2s;1;V;5.703,37;5.724,40;Não;210,34;21,03;7.246,95;9min36s
 - ;WDOFUT;10/03/2021 15:25:25;10/03/2021 15:30:18;4min53s;1;V;5.709,38;5.709,38;Não;0;0;7.246,95;3min43s
 - ;WDOFUT;10/03/2021 15:34:12;10/03/2021 15:34:45;32s;1;V;5.706,37;5.703,37;Não;-30,05;-3,00;7.216,90;8min47s
 - ;WDOFUT;10/03/2021 15:38:29;10/03/2021 15:44:38;6min9s;1;V;5.694,35;5.703,37;Não;90,15;9,01;7.307,05;4min16s
 - ;WDOFUT;10/03/2021 15:46:34;10/03/2021 15:50:27;3min53s;1;V;5.700,36;5.694,35;Não;-60,10;-6,01;7.246,95;8min4s
 - ;WDOFUT;10/03/2021 15:52:06;10/03/2021 16:00:07;8min;1;V;5.694,35;5.694,35;Não;0;0;7.246,95;5min32s
 - ;WDOFUT;10/03/2021 16:02:40;10/03/2021 16:09:37;6min56s;1;V;5.688,34;5.691,35;Não;30,05;3,00;7.277,00;10min34s
 - ;WDOFUT;10/03/2021 17:19:00;10/03/2021 17:29:45;10min45s;1;V;5.667,31;5.667,31;Não;0;0;7.277,00;1h16min19s
 - ;WDOFUT;11/03/2021 09:13:20;11/03/2021 09:15:15;1min54s;1;V;5.604,21;5.598,20;Não;-60,10;-6,01;7.216,90;15h54min20s
 - ;WDOFUT;11/03/2021 10:37:15;11/03/2021 10:41:34;4min18s;1;C;5.625,24;5.619,23;Sim;-60,10;-6,01;7.156,80;1h23min54s
 - ;WDOFUT;11/03/2021 10:42:57;11/03/2021 10:47:09;4min11s;1;C;5.625,24;5.625,24;Não;0;0;7.156,80;5min41s
 - ;WDOFUT;11/03/2021 10:55:37;11/03/2021 10:59:18;3min41s;1;C;5.625,24;5.619,23;Não;-60,10;-6,01;7.096,70;12min39s
 - ;WDOFUT;11/03/2021 11:12:19;11/03/2021 11:24:41;12min22s;1;C;5.625,24;5.619,23;Não;-60,10;-6,01;7.036,60;16min42s
 - ;WDOFUT;11/03/2021 11:30:21;11/03/2021 11:33:03;2min41s;1;C;5.625,24;5.628,24;Não;30,05;3,01;7.066,65;18min1s
 - ;WDOFUT;11/03/2021 11:50:14;11/03/2021 11:55:35;5min20s;1;V;5.613,22;5.613,22;Sim;0;0;7.066,65;19min53s
 - ;WDOFUT;11/03/2021 12:49:48;11/03/2021 12:52:54;3min6s;1;V;5.601,20;5.598,20;Não;-30,05;-3,01;7.036,60;59min33s
 - ;WDOFUT;11/03/2021 12:54:09;11/03/2021 13:01:37;7min28s;1;V;5.580,17;5.595,19;Não;150,25;15,02;7.186,85;4min20s
 - ;WDOFUT;11/03/2021 13:32:41;11/03/2021 13:38:08;5min26s;1;V;5.577,16;5.574,16;Não;-30,05;-3,01;7.156,80;38min32s
 - ;WDOFUT;11/03/2021 13:42:42;11/03/2021 13:52:58;10min15s;1;V;5.565,14;5.571,15;Não;60,10;6,01;7.216,90;10min1s
 - ;WDOFUT;11/03/2021 14:10:52;11/03/2021 14:21:16;10min24s;1;V;5.568,15;5.568,15;Não;0;0;7.216,90;28min9s
 - ;WDOFUT;11/03/2021 14:34:38;11/03/2021 14:37:32;2min54s;1;V;5.562,14;5.559,13;Não;-30,05;-3,00;7.186,85;23min46s
 - ;WDOFUT;11/03/2021 16:36:43;11/03/2021 16:37:51;1min7s;1;C;5.571,15;5.568,15;Sim;-30,05;-3,00;7.156,80;2h2min4s
 - ;WDOFUT;11/03/2021 16:41:49;11/03/2021 16:43:12;1min22s;1;C;5.571,15;5.565,14;Sim;-60,10;-6,01;7.096,70;5min6s
 - ;WDOFUT;12/03/2021 09:03:44;12/03/2021 09:04:19;34s;1;C;5.565,14;5.580,17;Sim;150,25;15,02;7.246,95;16h21min55s
 - ;WDOFUT;12/03/2021 10:08:34;12/03/2021 10:11:22;2min47s;1;C;5.589,18;5.583,17;Não;-60,10;-6,01;7.186,85;1h4min50s
 - ;WDOFUT;12/03/2021 10:56:22;12/03/2021 11:03:45;7min23s;1;V;5.574,16;5.571,15;Sim;-30,05;-3,00;7.156,80;47min47s
 - ;WDOFUT;12/03/2021 11:11:55;12/03/2021 11:26:52;14min57s;1;C;5.580,17;5.577,16;Sim;-30,05;-3,00;7.126,75;15min32s
 - ;WDOFUT;12/03/2021 11:45:16;12/03/2021 11:45:58;42s;1;V;5.574,16;5.568,15;Não;-60,10;-6,01;7.066,66;33min21s
 - ;WDOFUT;12/03/2021 11:47:11;12/03/2021 11:53:28;6min17s;1;C;5.577,16;5.571,15;Sim;-60,10;-6,01;7.006,56;1min55s
 - ;WDOFUT;12/03/2021 11:59:02;12/03/2021 12:12:49;13min46s;1;V;5.571,15;5.568,15;Não;-30,05;-3,00;6.976,51;11min51s
 - ;WDOFUT;12/03/2021 12:25:25;12/03/2021 12:31:59;6min33s;1;C;5.580,17;5.583,17;Não;30,05;3,00;7.006,56;26min22s
 - ;WDOFUT;12/03/2021 12:53:18;12/03/2021 13:01:23;8min5s;1;C;5.586,18;5.583,17;Não;-30,05;-3,01;6.976,51;27min53s
 - ;WDOFUT;12/03/2021 13:08:32;12/03/2021 13:21:24;12min52s;1;C;5.589,18;5.583,17;Não;-60,10;-6,01;6.916,41;15min13s
 - ;WDOFUT;12/03/2021 13:30:59;12/03/2021 13:57:02;26min2s;1;V;5.568,15;5.574,16;Sim;60,10;6,01;6.976,51;22min27s
 - ;WDOFUT;12/03/2021 14:14:01;12/03/2021 14:20:01;5min59s;1;V;5.577,16;5.571,15;Não;-60,10;-6,01;6.916,41;43min2s
 - ;WDOFUT;12/03/2021 14:24:20;12/03/2021 14:28:57;4min36s;1;V;5.577,16;5.571,15;Não;-60,10;-6,01;6.856,31;10min18s
 - ;WDOFUT;12/03/2021 14:36:23;12/03/2021 14:46:26;10min3s;1;C;5.583,17;5.586,18;Sim;30,05;3,01;6.886,36;12min3s
 - ;WDOFUT;12/03/2021 15:16:04;12/03/2021 15:52:55;36min50s;1;C;5.583,17;5.580,17;Sim;-30,05;-3,00;6.856,31;39min40s
 - ;WDOFUT;12/03/2021 16:00:29;12/03/2021 16:17:18;16min48s;1;V;5.580,17;5.574,16;Sim;-60,10;-6,01;6.796,21;44min25s
 - ;WDOFUT;12/03/2021 16:37:45;12/03/2021 16:40:32;2min47s;1;C;5.586,18;5.580,17;Não;-60,10;-6,01;6.736,11;37min15s
 - ;WDOFUT;12/03/2021 16:40:47;12/03/2021 17:03:57;23min9s;1;V;5.577,16;5.577,16;Sim;0;0;6.736,11;3min2s
 - ;WDOFUT;15/03/2021 09:27:34;15/03/2021 09:32:45;5min11s;1;C;5.571,15;5.565,14;Sim;-60,10;-6,01;6.676,01;2d16h
 - ;WDOFUT;15/03/2021 09:40:03;15/03/2021 09:41:39;1min36s;1;C;5.571,15;5.568,15;Sim;-30,05;-3,00;6.645,96;12min29s
 - ;WDOFUT;15/03/2021 11:31:18;15/03/2021 11:35:40;4min22s;1;C;5.646,27;5.640,26;Não;-60,10;-6,01;6.585,86;1h51min14s
 - ;WDOFUT;15/03/2021 12:30:23;15/03/2021 12:34:19;3min55s;1;C;5.655,29;5.655,29;Não;0;0;6.585,86;59min4s
 - ;WDOFUT;15/03/2021 12:57:13;15/03/2021 13:02:18;5min5s;1;C;5.661,30;5.661,30;Não;0;0;6.585,86;26min50s
 - ;WDOFUT;15/03/2021 14:13:11;15/03/2021 14:17:43;4min32s;1;V;5.622,24;5.616,23;Sim;-60,10;-6,01;6.525,76;1h15min57s
 - ;WDOFUT;15/03/2021 14:25:34;15/03/2021 14:30:03;4min29s;1;V;5.622,24;5.616,23;Sim;-60,10;-6,01;6.465,67;12min22s
 - ;WDOFUT;15/03/2021 14:37:55;15/03/2021 14:40:19;2min24s;1;C;5.631,25;5.628,24;Sim;-30,05;-3,00;6.435,62;12min20s
 - ;WDOFUT;15/03/2021 15:25:22;15/03/2021 15:34:22;8min59s;1;C;5.628,24;5.637,26;Sim;90,15;9,01;6.525,76;47min27s
 - ;WDOFUT;15/03/2021 17:34:12;15/03/2021 17:36:10;1min57s;1;V;5.643,27;5.637,26;Sim;-60,10;-6,01;6.465,67;2h8min49s
 - ;WDOFUT;16/03/2021 09:08:59;16/03/2021 09:31:18;22min18s;1;V;5.607,21;5.634,25;Não;270,44;27,04;6.736,11;15h34min47s
 - ;WDOFUT;16/03/2021 10:16:42;16/03/2021 10:28:24;11min41s;1;V;5.598,20;5.604,21;Não;60,10;6,01;6.796,21;1h7min42s
 - ;WDOFUT;16/03/2021 11:11:15;16/03/2021 11:19:06;7min50s;1;V;5.592,19;5.589,18;Não;-30,05;-3,00;6.766,16;54min33s
 - ;WDOFUT;16/03/2021 12:16:02;16/03/2021 12:24:31;8min28s;1;V;5.589,18;5.583,17;Não;-60,10;-6,01;6.706,06;1h4min46s
 - ;WDOFUT;16/03/2021 12:34:41;16/03/2021 12:36:25;1min43s;1;C;5.601,20;5.595,19;Sim;-60,10;-6,01;6.645,96;18min39s
 - ;WDOFUT;16/03/2021 12:44:59;16/03/2021 12:53:47;8min48s;1;C;5.601,20;5.601,20;Sim;0;0;6.645,96;10min17s
 - ;WDOFUT;16/03/2021 13:30:59;16/03/2021 13:34:08;3min8s;1;V;5.586,18;5.586,18;Sim;0;0;6.645,96;45min59s
 - ;WDOFUT;16/03/2021 14:04:10;16/03/2021 14:12:42;8min31s;1;V;5.589,18;5.586,18;Não;-30,05;-3,00;6.615,91;33min11s
 - ;WDOFUT;16/03/2021 14:17:42;16/03/2021 14:19:21;1min39s;1;C;5.595,19;5.589,18;Sim;-60,10;-6,01;6.555,81;13min31s
 - ;WDOFUT;16/03/2021 14:23:04;16/03/2021 15:02:03;38min58s;1;C;5.595,19;5.610,22;Sim;150,25;15,02;6.706,06;5min22s
 - ;WDOFUT;16/03/2021 16:04:49;16/03/2021 16:16:21;11min32s;1;C;5.628,24;5.622,24;Não;-60,10;-6,01;6.645,96;1h41min44s
 - ;WDOFUT;16/03/2021 16:55:47;16/03/2021 17:10:25;14min38s;1;C;5.631,25;5.625,24;Não;-60,10;-6,01;6.585,86;50min57s
 - ;WDOFUT;16/03/2021 17:34:16;17/03/2021 09:00:31;15h26min14s;1;C;5.631,25;5.640,26;Não;90,15;9,01;6.676,01;38min29s
 - ;WDOFUT;17/03/2021 09:22:19;17/03/2021 09:31:39;9min20s;1;C;5.679,33;5.685,34;Não;60,10;6,01;6.736,11;15h48min2s
 - ;WDOFUT;17/03/2021 10:40:03;17/03/2021 10:43:35;3min31s;1;V;5.664,30;5.661,30;Sim;-30,05;-3,00;6.706,06;1h17min44s
 - ;WDOFUT;17/03/2021 10:59:51;17/03/2021 11:03:41;3min49s;1;V;5.667,31;5.664,30;Sim;-30,05;-3,00;6.676,01;19min47s
 - ;WDOFUT;17/03/2021 11:10:00;17/03/2021 11:17:46;7min45s;1;V;5.661,30;5.664,30;Sim;30,05;3,00;6.706,06;10min9s
 - ;WDOFUT;17/03/2021 12:12:43;17/03/2021 12:21:23;8min40s;1;V;5.658,29;5.652,28;Não;-60,10;-6,01;6.645,96;1h2min42s
 - ;WDOFUT;17/03/2021 12:58:30;17/03/2021 13:04:16;5min45s;1;C;5.664,30;5.664,30;Sim;0;0;6.645,96;45min47s
 - ;WDOFUT;17/03/2021 13:08:49;17/03/2021 13:10:43;1min53s;1;C;5.664,30;5.658,29;Não;-60,10;-6,01;6.585,86;10min18s
 - ;WDOFUT;17/03/2021 13:45:41;17/03/2021 13:51:43;6min1s;1;V;5.661,30;5.655,29;Sim;-60,10;-6,01;6.525,76;36min52s
 - ;WDOFUT;17/03/2021 14:04:01;17/03/2021 14:06:34;2min32s;1;C;5.667,31;5.664,30;Não;-30,05;-3,00;6.495,72;18min19s
 - ;WDOFUT;17/03/2021 14:27:50;17/03/2021 14:33:27;5min36s;1;V;5.661,30;5.655,29;Sim;-60,10;-6,01;6.435,62;23min49s
 - ;WDOFUT;17/03/2021 14:43:05;17/03/2021 14:57:53;14min47s;1;C;5.667,31;5.667,31;Sim;0;0;6.435,62;15min15s
 - ;WDOFUT;17/03/2021 15:00:05;17/03/2021 15:00:15;9s;1;V;5.646,27;5.658,29;Sim;120,20;12,02;6.555,81;16min59s
 - ;WDOFUT;17/03/2021 15:05:03;17/03/2021 15:08:39;3min36s;1;V;5.631,25;5.640,26;Não;90,15;9,01;6.645,96;4min57s
 - ;WDOFUT;17/03/2021 15:35:57;17/03/2021 15:36:23;25s;1;V;5.622,24;5.622,24;Não;0;0;6.645,96;30min54s
 - ;WDOFUT;17/03/2021 15:37:03;17/03/2021 15:39:43;2min40s;1;V;5.616,23;5.616,23;Não;0;0;6.645,96;1min5s
 - ;WDOFUT;17/03/2021 16:25:11;17/03/2021 16:36:02;10min50s;1;V;5.589,18;5.601,20;Não;120,20;12,02;6.766,16;48min8s
 - ;WDOFUT;17/03/2021 16:46:56;17/03/2021 16:50:00;3min4s;1;V;5.598,20;5.592,19;Não;-60,10;-6,01;6.706,06;21min44s
 - ;WDOFUT;18/03/2021 09:52:03;18/03/2021 09:53:29;1min26s;1;C;5.556,13;5.550,12;Sim;-60,10;-6,01;6.645,96;17h5min7s
 - ;WDOFUT;18/03/2021 10:00:03;18/03/2021 10:01:54;1min51s;1;C;5.559,13;5.568,15;Não;90,15;9,01;6.736,11;7min59s
 - ;WDOFUT;18/03/2021 10:26:56;18/03/2021 10:30:13;3min16s;1;C;5.577,16;5.577,16;Não;0;0;6.736,11;26min53s
 - ;WDOFUT;18/03/2021 10:35:27;18/03/2021 10:37:15;1min47s;1;C;5.580,17;5.577,16;Não;-30,05;-3,00;6.706,06;8min30s
 - ;WDOFUT;18/03/2021 10:39:06;18/03/2021 10:40:57;1min50s;1;C;5.583,17;5.577,16;Não;-60,10;-6,01;6.645,96;3min39s
 - ;WDOFUT;18/03/2021 10:43:03;18/03/2021 10:48:05;5min2s;1;C;5.583,17;5.586,18;Sim;30,05;3,01;6.676,01;3min56s
 - ;WDOFUT;18/03/2021 11:02:08;18/03/2021 11:05:12;3min4s;1;V;5.571,15;5.568,15;Não;-30,05;-3,00;6.645,96;19min4s
 - ;WDOFUT;18/03/2021 12:56:14;18/03/2021 12:58:39;2min25s;1;C;5.556,13;5.550,12;Sim;-60,10;-6,01;6.585,86;1h54min6s
 - ;WDOFUT;18/03/2021 13:27:54;18/03/2021 13:47:03;19min9s;1;C;5.559,13;5.565,14;Não;60,10;6,01;6.645,96;31min40s
 - ;WDOFUT;18/03/2021 14:06:19;18/03/2021 14:08:03;1min43s;1;C;5.574,16;5.571,15;Não;-30,05;-3,00;6.615,91;38min24s
 - ;WDOFUT;18/03/2021 14:15:49;18/03/2021 14:16:59;1min9s;1;V;5.568,15;5.562,14;Não;-60,10;-6,01;6.555,81;9min29s
 - ;WDOFUT;18/03/2021 14:30:18;18/03/2021 14:34:14;3min55s;1;C;5.577,16;5.571,15;Não;-60,10;-6,01;6.495,72;14min29s
 - ;WDOFUT;18/03/2021 14:41:06;18/03/2021 14:48:58;7min52s;1;V;5.565,14;5.562,14;Não;-30,05;-3,00;6.465,67;10min47s
 - ;WDOFUT;18/03/2021 14:50:51;18/03/2021 15:04:28;13min36s;1;V;5.550,12;5.562,14;Não;120,20;12,02;6.585,86;9min45s
 - ;WDOFUT;18/03/2021 15:29:09;18/03/2021 15:33:11;4min2s;1;V;5.550,12;5.553,12;Não;30,05;3,01;6.615,91;38min17s
 - ;WDOFUT;18/03/2021 15:41:13;18/03/2021 15:52:27;11min13s;1;C;5.562,14;5.565,14;Sim;30,05;3,00;6.645,96;12min4s
 - ;WDOFUT;18/03/2021 16:12:36;18/03/2021 16:45:24;32min48s;1;C;5.568,15;5.577,16;Não;90,15;9,01;6.736,11;31min22s
 - ;WDOFUT;18/03/2021 17:20:39;18/03/2021 17:30:29;9min50s;1;C;5.577,16;5.574,16;Não;-30,05;-3,01;6.706,06;1h8min3s
 - ;WDOFUT;18/03/2021 17:34:35;18/03/2021 17:43:45;9min9s;1;C;5.580,17;5.580,17;Não;0;0;6.706,06;13min56s
 - ;WDOFUT;19/03/2021 09:08:34;19/03/2021 09:12:33;3min58s;1;V;5.541,10;5.538,10;Não;-30,05;-3,00;6.676,01;15h33min59s
 - ;WDOFUT;19/03/2021 09:40:33;19/03/2021 09:45:56;5min23s;1;V;5.547,11;5.541,10;Sim;-60,10;-6,01;6.615,91;31min59s
 - ;WDOFUT;19/03/2021 09:53:51;19/03/2021 10:00:01;6min10s;1;V;5.544,11;5.544,11;Sim;0;0;6.615,91;13min17s
 - ;WDOFUT;19/03/2021 10:00:37;19/03/2021 10:01:36;58s;1;C;5.553,12;5.553,12;Sim;0;0;6.615,91;6min46s
 - ;WDOFUT;19/03/2021 10:04:02;19/03/2021 10:05:06;1min3s;1;C;5.553,12;5.547,11;Sim;-60,10;-6,01;6.555,81;3min24s
 - ;WDOFUT;19/03/2021 10:09:03;19/03/2021 10:13:36;4min32s;1;V;5.541,10;5.541,10;Não;0;0;6.555,81;5min1s
 - ;WDOFUT;19/03/2021 10:40:55;19/03/2021 10:43:30;2min35s;1;C;5.550,12;5.547,11;Sim;-30,05;-3,00;6.525,77;31min51s
 - ;WDOFUT;19/03/2021 10:53:29;19/03/2021 10:53:57;27s;1;V;5.541,10;5.535,09;Não;-60,10;-6,01;6.465,67;12min34s
 - ;WDOFUT;19/03/2021 11:04:07;19/03/2021 11:09:06;4min59s;1;C;5.547,11;5.541,10;Sim;-60,10;-6,01;6.405,57;10min37s
 - ;WDOFUT;19/03/2021 11:15:08;19/03/2021 11:17:59;2min51s;1;V;5.538,10;5.535,09;Sim;-30,05;-3,00;6.375,52;11min
 - ;WDOFUT;19/03/2021 11:38:49;19/03/2021 11:44:13;5min23s;1;V;5.508,05;5.520,07;Não;120,20;12,02;6.495,72;23min41s
 - ;WDOFUT;19/03/2021 11:58:35;19/03/2021 11:59:25;49s;1;V;5.511,05;5.505,04;Não;-60,10;-6,01;6.435,62;19min45s
 - ;WDOFUT;19/03/2021 12:17:02;19/03/2021 12:25:37;8min35s;1;V;5.496,03;5.499,03;Não;30,05;3,00;6.465,67;18min26s
 - ;WDOFUT;19/03/2021 12:58:00;19/03/2021 12:59:25;1min24s;1;V;5.487,01;5.484,01;Não;-30,05;-3,00;6.435,62;40min58s
 - ;WDOFUT;19/03/2021 13:00:50;19/03/2021 13:20:45;19min55s;1;V;5.474,99;5.481,00;Não;60,10;6,01;6.495,72;2min49s
 - ;WDOFUT;19/03/2021 13:40:30;19/03/2021 13:53:02;12min32s;1;V;5.468,98;5.468,98;Não;0;0;6.495,72;39min39s
 - ;WDOFUT;19/03/2021 15:34:35;19/03/2021 15:38:31;3min56s;1;C;5.487,01;5.487,01;Sim;0;0;6.495,72;1h54min4s
 - ;WDOFUT;19/03/2021 17:00:03;19/03/2021 17:08:39;8min35s;1;C;5.496,03;5.490,02;Não;-60,10;-6,01;6.435,62;1h25min28s
 - ;WDOFUT;19/03/2021 17:38:26;19/03/2021 17:59:56;21min29s;1;C;5.499,03;5.508,05;Não;90,15;9,01;6.525,77;38min23s
 - ;WDOFUT;22/03/2021 09:22:30;22/03/2021 09:48:32;26min1s;1;C;5.517,06;5.547,11;Não;300,49;30,05;6.826,26;2d15h
 - ;WDOFUT;22/03/2021 10:38:22;22/03/2021 10:48:21;9min59s;1;C;5.547,11;5.550,12;Não;30,05;3,00;6.856,31;1h15min51s
